iter	Logloss
0	0.5759947205
1	0.4651743317
2	0.4125803375
3	0.3447111511
4	0.3053228378
5	0.2734204483
6	0.2488828659
7	0.2368056488
8	0.2150339127
9	0.1953120804
10	0.1878503227
11	0.1779803276
12	0.1666367912
13	0.1542930222
14	0.1434744263
15	0.1352584362
16	0.1266561127
17	0.1206922913
18	0.1162400055
19	0.111890955
20	0.1091321087
21	0.1058953667
22	0.1038750935
23	0.09975669861
24	0.09754348755
25	0.09460926056
26	0.09177145958
27	0.09054063797
28	0.08669290543
29	0.0848446846
30	0.08233362198
31	0.08004303932
32	0.07774283886
33	0.07652434349
34	0.07490653992
35	0.07297938824
36	0.07136230469
37	0.06988110542
38	0.06877268791
39	0.06642051697
40	0.06607577324
41	0.06505679131
42	0.06433207512
43	0.0632147646
44	0.0614508009
45	0.06006484509
46	0.05927188396
47	0.05807672501
48	0.05749232769
49	0.05670800209
50	0.05514584541
51	0.05422000408
52	0.05276341915
53	0.05263112545
54	0.05193289757
55	0.05101381779
56	0.04940515995
57	0.04907454967
58	0.04880859375
59	0.04764458656
60	0.04569233418
61	0.04487211227
62	0.04355932236
63	0.04250121117
64	0.04241261959
65	0.04215387344
66	0.04161785126
67	0.04088194847
68	0.04015637398
69	0.03990209341
70	0.03926468611
71	0.03869336605
72	0.03789204121
73	0.03735554934
74	0.03728618622
75	0.03705717564
76	0.03700379848
77	0.035729146
78	0.03567256689
79	0.03493450642
80	0.03444200039
81	0.0342665863
82	0.03316133976
83	0.03218640327
84	0.03121385574
85	0.03010896683
86	0.02943362713
87	0.02896256685
88	0.0288014555
89	0.02829907894
90	0.02724246025
91	0.02720324993
92	0.02695798397
93	0.02642004013
94	0.02631991148
95	0.02620981932
96	0.02617045641
97	0.02613667011
98	0.0253429842
99	0.02529480457
100	0.02425414801
101	0.02363114834
102	0.02354604006
103	0.02307422161
104	0.0224692297
105	0.02186551809
106	0.02184868574
107	0.02129082441
108	0.02082052708
109	0.02079939365
110	0.02036717892
111	0.02005099773
112	0.01950526237
113	0.01910577297
114	0.01886381626
115	0.01880643487
116	0.01870695829
117	0.01828879356
118	0.0179241848
119	0.01786339879
120	0.01758054972
121	0.01719797611
122	0.01718146682
123	0.01716567039
124	0.01681748509
125	0.0165170157
126	0.01630111456
127	0.0162396121
128	0.01609050632
129	0.01572355747
130	0.01564425349
131	0.01563444972
132	0.01553444386
133	0.01552411795
134	0.01547347069
135	0.01519584894
136	0.01493894219
137	0.01464208364
138	0.01459311247
139	0.01435437202
140	0.01406537533
141	0.01385689974
142	0.01365272284
143	0.0134549582
144	0.01323931932
145	0.01321208715
146	0.01302237988
147	0.01293474555
148	0.01272761941
149	0.01269897342
150	0.01258895159
151	0.01256235361
152	0.01238759518
153	0.01236951947
154	0.01234755516
155	0.01232473969
156	0.01230892062
157	0.01216833115
158	0.01212543964
159	0.01184579611
160	0.01183053851
161	0.01178171754
162	0.01176180601
163	0.01157781601
164	0.01156840682
165	0.01141880274
166	0.01125926971
167	0.01120218873
168	0.01119545937
169	0.0110351634
170	0.01098741531
171	0.01097537994
172	0.01093482852
173	0.01091044426
174	0.01076968908
175	0.01076242447
176	0.01059533954
177	0.01040291667
178	0.01034752011
179	0.01017421484
180	0.01013564706
181	0.009975871444
182	0.009962781668
183	0.009879826307
184	0.009756215215
185	0.009648660421
186	0.009648525119
187	0.00957757771
188	0.009568831921
189	0.009568539262
190	0.00952786386
191	0.009504474998
192	0.009399319291
193	0.009262579679
194	0.009230305552
195	0.00909136951
196	0.008982263207
197	0.008847388029
198	0.008847417235
199	0.008835740685
200	0.008833967447
201	0.00871643424
202	0.008581804037
203	0.008503862619
204	0.008441008925
205	0.008374605179
206	0.008263652325
207	0.008253450394
208	0.008253439665
209	0.00823281467
210	0.008223025203
211	0.008071417809
212	0.008061602116
213	0.00792291522
214	0.007922890186
215	0.007918332815
216	0.007918280363
217	0.007908836007
218	0.007775723934
219	0.007659490108
220	0.007503233552
221	0.007480123639
222	0.007369897962
223	0.007267007232
224	0.007192089558
225	0.007121319771
226	0.007086646557
227	0.007073369026
228	0.007039858103
229	0.007039666176
230	0.007015564442
231	0.006961815953
232	0.006911392808
233	0.006903387904
234	0.006890585423
235	0.006890575886
236	0.006811828613
237	0.00680947721
238	0.006723858118
239	0.006717223525
240	0.006717228889
241	0.006645542383
242	0.006645485759
243	0.006645413637
244	0.006638430357
245	0.006635064483
246	0.00654004395
247	0.006539990902
248	0.006470594406
249	0.006445906162
250	0.006423288584
251	0.00634367764
252	0.00630836606
253	0.00625059247
254	0.006250623465
255	0.006250618696
256	0.006177610159
257	0.006177642941
258	0.006177641153
259	0.006158950329
260	0.006104955673
261	0.006104874611
262	0.006104794741
263	0.00610193491
264	0.006101928353
265	0.006101704836
266	0.00610162735
267	0.006068520546
268	0.006057459116
269	0.006057422161
270	0.00605741024
271	0.005972120762
272	0.005972042084
273	0.005953116417
274	0.005945869684
275	0.005888010859
276	0.005855895281
277	0.005743050575
278	0.005681985021
279	0.00565965116
280	0.005655144453
281	0.005633564591
282	0.005554654598
283	0.005544319153
284	0.005530847907
285	0.00553085804
286	0.005530817509
287	0.005530833006
288	0.005530771017
289	0.005529661179
290	0.005529624224
291	0.005507255793
292	0.005507205725
293	0.005507207513
294	0.005499084592
295	0.005427571535
296	0.005423890948
297	0.005422207713
298	0.005414353609
299	0.005411285162
300	0.00541121006
301	0.005369592905
302	0.005308271646
303	0.005304707289
304	0.005228385329
305	0.005224615335
306	0.005224544406
307	0.005224583149
308	0.005224528909
309	0.005220422149
310	0.005173784494
311	0.005173754692
312	0.00517361939
313	0.005171042085
314	0.005171046853
315	0.005170937777
316	0.005170916319
317	0.005153259039
318	0.005105077624
319	0.005078240633
320	0.005028991699
321	0.004998278022
322	0.004966585338
323	0.004965090752
324	0.004939925671
325	0.004939699769
326	0.00491812855
327	0.004875914454
328	0.004873469174
329	0.004822833836
330	0.004822321236
331	0.004822305143
332	0.004822267592
333	0.004820253849
334	0.004818663299
335	0.004818685949
336	0.004818654358
337	0.004818656147
338	0.004818646312
339	0.004818656445
340	0.004818660021
341	0.004760253429
342	0.004757837653
343	0.004757799506
344	0.004757745266
345	0.004757759571
346	0.004757730961
347	0.004754227698
348	0.004734209776
349	0.004732740223
350	0.00472725302
351	0.004727275074
352	0.004694024026
353	0.004694026709
354	0.004688229561
355	0.004688214958
356	0.004688228071
357	0.004638915062
358	0.004602006674
359	0.00460198462
360	0.004596374631
361	0.004593506455
362	0.004593492746
363	0.004551977515
364	0.004498954415
365	0.004498941302
366	0.004495037794
367	0.004449555576
368	0.004449533522
369	0.004449539781
370	0.004415829182
371	0.004415841103
372	0.004415817857
373	0.004388545752
374	0.004340175986
375	0.004322268367
376	0.004319342077
377	0.004319335222
378	0.004303639829
379	0.004303561747
380	0.004299117029
381	0.004299100637
382	0.004297654033
383	0.004297664762
384	0.004270504117
385	0.004270474613
386	0.004253766537
387	0.004229714274
388	0.004175603986
389	0.004172562659
390	0.00415707469
391	0.004107863009
392	0.004107805789
393	0.00410779953
394	0.004107743502
395	0.004096522927
396	0.004075856805
397	0.00403588891
398	0.004034379721
399	0.004018733501
400	0.004002093375
401	0.004002070427
402	0.00400208354
403	0.004002059102
404	0.003939292431
405	0.003939349651
406	0.003938025236
407	0.003937971592
408	0.00392351985
409	0.003923475742
410	0.003923425972
411	0.003923377395
412	0.003923392892
413	0.003923357725
414	0.003923307657
415	0.003923314214
416	0.003923305571
417	0.003923291266
418	0.003923245668
419	0.003923197389
420	0.00392267555
421	0.003922714293
422	0.003922685981
423	0.003922611177
424	0.00392262876
425	0.003922632635
426	0.003922631443
427	0.003911728263
428	0.003879333735
429	0.003879343271
430	0.003879337311
431	0.003879320621
432	0.003879330754
433	0.003879318237
434	0.003879257739
435	0.003879167438
436	0.003879192472
437	0.003879194856
438	0.003864153028
439	0.003864153028
440	0.003864107132
441	0.003864107132
442	0.003864107132
443	0.003864107132
444	0.00385179311
445	0.003851824403
446	0.003851776123
447	0.00385176003
448	0.003822928369
449	0.003807023168
450	0.003805854917
451	0.003805829883
452	0.003802657127
453	0.003802636266
454	0.00380263865
455	0.003792848289
456	0.00378849715
457	0.003788453937
458	0.003788478673
459	0.003788342178
460	0.003788332939
461	0.003788222075
462	0.003788214624
463	0.003770531416
464	0.003770521283
