iter	Passed	Remaining
269	2234	6040
270	2242	6033
271	2250	6023
272	2258	6013
273	2266	6004
274	2273	5993
275	2281	5985
276	2291	5980
277	2299	5971
278	2306	5959
279	2313	5948
280	2320	5937
281	2326	5923
282	2334	5914
283	2341	5904
284	2350	5895
285	2358	5888
286	2366	5879
287	2374	5869
288	2384	5867
289	2394	5861
290	2402	5852
291	2409	5843
292	2419	5837
293	2426	5826
294	2434	5817
295	2441	5807
296	2447	5792
297	2456	5786
298	2463	5776
299	2471	5767
300	2479	5756
301	2487	5750
302	2497	5745
303	2507	5740
304	2515	5731
305	2523	5723
306	2532	5716
307	2539	5704
308	2547	5696
309	2554	5686
310	2563	5678
311	2571	5669
312	2578	5659
313	2586	5650
314	2595	5643
315	2604	5636
316	2612	5629
317	2620	5620
318	2629	5613
319	2637	5604
320	2647	5599
321	2654	5589
322	2661	5577
323	2670	5572
324	2679	5566
325	2689	5560
326	2698	5553
327	2706	5544
328	2716	5540
329	2723	5529
330	2729	5516
331	2737	5508
332	2747	5502
333	2754	5492
334	2761	5481
335	2769	5473
336	2777	5463
337	2785	5455
338	2793	5446
339	2800	5436
340	2808	5426
341	2815	5417
342	2821	5405
343	2830	5397
344	2839	5390
345	2846	5380
346	2855	5372
347	2863	5364
348	2871	5356
349	2878	5346
350	2884	5333
351	2894	5328
352	2901	5318
353	2909	5310
354	2917	5300
355	2925	5292
356	2933	5283
357	2941	5275
358	2949	5266
359	2958	5259
360	2967	5252
361	2976	5245
362	2984	5237
363	2993	5230
364	3002	5222
365	3010	5214
366	3018	5206
367	3026	5198
368	3034	5188
369	3042	5180
370	3051	5173
371	3059	5164
372	3068	5158
373	3077	5150
374	3086	5143
375	3096	5138
376	3105	5131
377	3113	5123
378	3122	5117
379	3131	5108
380	3139	5100
381	3147	5092
382	3156	5085
383	3165	5077
384	3172	5068
385	3179	5057
386	3187	5049
387	3194	5038
388	3202	5030
389	3209	5020
390	3216	5010
391	3226	5004
392	3234	4996
393	3242	4986
394	3249	4977
395	3257	4968
396	3265	4959
397	3272	4950
398	3280	4941
399	3289	4933
400	3297	4926
401	3305	4917
402	3314	4909
403	3322	4901
404	3330	4893
405	3338	4884
406	3347	4876
407	3357	4871
408	3365	4863
409	3373	4854
410	3382	4846
411	3390	4839
412	3398	4830
413	3406	4822
414	3415	4814
415	3423	4805
416	3430	4796
417	3438	4786
418	3445	4777
419	3454	4770
420	3460	4759
421	3469	4751
422	3476	4742
423	3485	4734
424	3493	4726
425	3501	4717
426	3509	4709
427	3518	4702
428	3525	4692
429	3533	4683
430	3541	4675
431	3549	4667
432	3556	4657
433	3565	4650
434	3574	4642
435	3582	4634
436	3588	4623
437	3597	4615
438	3606	4608
439	3613	4598
440	3621	4591
441	3630	4583
442	3638	4575
443	3646	4566
444	3654	4558
445	3662	4549
446	3670	4540
447	3676	4530
448	3687	4525
449	3695	4516
450	3706	4511
451	3715	4504
452	3722	4495
453	3730	4486
454	3737	4476
455	3746	4469
456	3754	4461
457	3762	4452
458	3769	4442
459	3777	4434
460	3784	4424
461	3792	4416
462	3800	4407
463	3807	4398
464	3815	4389
465	3824	4382
466	3832	4373
467	3839	4364
468	3849	4357
469	3857	4350
470	3865	4341
471	3874	4334
472	3882	4326
473	3890	4317
474	3898	4309
475	3906	4300
476	3914	4291
477	3921	4282
478	3931	4275
479	3938	4266
480	3946	4257
481	3955	4251
482	3963	4242
483	3970	4233
484	3978	4224
485	3986	4216
486	3992	4205
487	4001	4197
488	4008	4189
489	4017	4181
490	4025	4173
491	4032	4164
492	4040	4154
493	4047	4145
494	4055	4137
495	4063	4128
496	4073	4122
497	4081	4114
498	4090	4107
499	4098	4098
500	4105	4089
501	4113	4080
502	4121	4072
503	4126	4060
504	4132	4050
505	4138	4040
506	4147	4033
507	4153	4023
508	4161	4014
509	4168	4004
510	4178	3998
511	4185	3989
512	4195	3982
513	4204	3975
514	4212	3967
515	4220	3959
516	4229	3951
517	4235	3940
518	4243	3932
519	4251	3924
520	4260	3916
521	4268	3908
522	4274	3898
523	4279	3887
524	4288	3879
525	4293	3869
526	4302	3861
527	4311	3853
528	4321	3847
529	4330	3840
530	4338	3831
531	4346	3823
532	4353	3814
533	4360	3805
534	4366	3795
535	4373	3785
536	4380	3776
537	4389	3769
538	4396	3760
539	4405	3752
540	4412	3743
541	4422	3737
542	4430	3728
543	4437	3719
544	4444	3710
545	4453	3702
546	4462	3695
547	4470	3687
548	4477	3678
549	4486	3670
550	4495	3663
551	4503	3654
552	4511	3646
553	4518	3637
554	4525	3628
555	4533	3620
556	4542	3612
557	4550	3604
558	4558	3595
559	4566	3588
560	4575	3580
561	4583	3572
562	4591	3563
563	4599	3555
564	4606	3546
565	4615	3539
566	4624	3531
567	4631	3522
568	4640	3515
569	4648	3507
570	4657	3499
571	4665	3490
572	4673	3482
573	4680	3473
574	4687	3464
575	4695	3456
576	4702	3447
577	4711	3439
578	4719	3431
579	4727	3423
580	4735	3415
581	4743	3406
582	4752	3399
583	4762	3392
584	4770	3384
585	4780	3377
586	4787	3368
587	4796	3360
588	4804	3352
589	4812	3344
590	4822	3337
591	4830	3329
592	4838	3320
593	4847	3313
594	4855	3305
595	4863	3296
596	4869	3286
597	4876	3277
598	4884	3269
599	4892	3261
600	4900	3253
601	4909	3245
602	4920	3239
603	4930	3232
604	4938	3224
605	4945	3215
606	4954	3207
607	4961	3198
608	4969	3190
609	4978	3183
610	4986	3174
611	4993	3165
612	5002	3158
613	5010	3149
614	5018	3141
615	5025	3133
616	5034	3125
617	5043	3117
618	5051	3109
619	5060	3101
620	5067	3092
621	5076	3085
622	5082	3075
623	5091	3068
624	5099	3059
625	5107	3051
626	5115	3043
627	5124	3035
628	5132	3027
629	5141	3019
630	5149	3011
631	5156	3002
632	5164	2994
633	5172	2986
634	5183	2979
635	5192	2971
636	5201	2964
637	5210	2956
638	5218	2948
639	5227	2940
640	5237	2933
641	5246	2925
642	5255	2917
643	5264	2910
644	5273	2902
645	5281	2894
646	5289	2886
647	5298	2877
648	5306	2869
649	5316	2862
650	5324	2854
651	5332	2846
652	5340	2837
653	5348	2829
654	5357	2822
655	5368	2815
656	5375	2806
657	5384	2798
658	5392	2790
659	5399	2781
660	5407	2773
661	5417	2766
662	5424	2757
663	5431	2748
664	5438	2739
665	5446	2731
666	5456	2724
667	5465	2716
668	5473	2708
669	5482	2700
670	5491	2692
671	5499	2684
672	5507	2676
673	5515	2667
674	5525	2660
675	5533	2652
676	5541	2643
677	5549	2635
678	5556	2626
679	5565	2619
680	5573	2610
681	5579	2601
682	5587	2593
683	5595	2585
684	5601	2575
685	5610	2568
686	5619	2560
687	5628	2552
688	5636	2544
689	5645	2536
690	5652	2527
691	5660	2519
692	5668	2511
693	5677	2503
694	5685	2495
695	5693	2486
696	5704	2479
697	5713	2471
698	5722	2464
699	5730	2455
700	5737	2447
701	5747	2439
702	5755	2431
703	5763	2423
704	5772	2415
705	5780	2406
706	5787	2398
707	5792	2389
708	5800	2380
709	5808	2372
710	5817	2364
711	5827	2357
712	5835	2348
713	5844	2341
714	5851	2332
715	5859	2324
716	5866	2315
717	5873	2306
718	5880	2298
719	5886	2289
720	5893	2280
721	5902	2272
722	5911	2264
723	5919	2256
724	5929	2248
725	5937	2240
726	5945	2232
727	5954	2224
728	5962	2216
729	5971	2208
730	5979	2200
731	5989	2192
732	5998	2184
733	6006	2176
734	6014	2168
735	6023	2160
736	6032	2152
737	6042	2145
738	6050	2136
739	6060	2129
740	6066	2120
741	6073	2111
742	6082	2103
743	6090	2095
744	6098	2087
745	6108	2079
746	6117	2071
747	6126	2063
748	6133	2055
749	6141	2047
750	6151	2039
751	6158	2030
752	6168	2023
753	6177	2015
754	6185	2007
755	6193	1998
756	6201	1990
757	6209	1982
758	6217	1974
759	6226	1966
760	6234	1957
761	6242	1949
762	6251	1941
763	6259	1933
764	6267	1925
765	6274	1916
766	6283	1908
767	6293	1901
768	6301	1892
769	6310	1884
770	6318	1876
771	6327	1868
772	6336	1860
773	6345	1852
774	6353	1844
775	6360	1836
776	6370	1828
777	6378	1820
778	6387	1812
779	6394	1803
780	6403	1795
781	6410	1787
782	6416	1778
783	6424	1770
784	6433	1762
785	6441	1753
786	6447	1745
787	6452	1735
788	6459	1727
789	6465	1718
790	6473	1710
791	6480	1701
792	6487	1693
793	6494	1684
794	6500	1676
795	6506	1667
796	6514	1659
797	6521	1650
798	6529	1642
799	6537	1634
800	6546	1626
801	6556	1618
802	6564	1610
803	6572	1602
804	6580	1593
805	6589	1585
806	6595	1577
807	6602	1568
808	6611	1560
809	6618	1552
810	6625	1544
811	6633	1535
812	6640	1527
813	6649	1519
814	6658	1511
815	6666	1503
816	6676	1495
817	6685	1487
818	6693	1479
819	6700	1470
820	6708	1462
821	6715	1454
822	6724	1446
823	6733	1438
824	6741	1429
825	6750	1421
826	6758	1413
827	6766	1405
828	6773	1397
829	6781	1388
830	6789	1380
831	6797	1372
832	6805	1364
833	6814	1356
834	6822	1348
835	6828	1339
836	6835	1331
837	6842	1322
838	6851	1314
839	6860	1306
840	6868	1298
841	6877	1290
842	6886	1282
843	6895	1274
844	6902	1266
845	6911	1258
846	6918	1249
847	6925	1241
848	6932	1232
849	6939	1224
850	6949	1216
851	6957	1208
852	6965	1200
853	6973	1192
854	6981	1183
855	6989	1175
856	6997	1167
857	7005	1159
858	7013	1151
859	7022	1143
860	7031	1135
861	7039	1126
862	7048	1118
863	7054	1110
864	7061	1102
865	7070	1093
866	7080	1086
867	7089	1078
868	7097	1069
869	7106	1061
870	7115	1053
871	7122	1045
872	7130	1037
873	7138	1029
874	7147	1021
875	7156	1013
876	7163	1004
877	7171	996
878	7181	988
879	7189	980
880	7197	972
881	7206	964
882	7215	956
883	7223	947
884	7229	939
885	7241	931
886	7250	923
887	7259	915
888	7268	907
889	7274	899
890	7284	891
891	7292	882
892	7299	874
893	7307	866
894	7316	858
895	7324	850
896	7333	842
897	7340	833
898	7350	825
899	7359	817
900	7368	809
901	7377	801
902	7385	793
903	7393	785
904	7400	776
905	7409	768
906	7416	760
907	7425	752
908	7432	744
909	7439	735
910	7447	727
911	7456	719
912	7465	711
913	7473	703
914	7481	695
915	7490	686
916	7498	678
917	7506	670
918	7513	662
919	7521	654
920	7528	645
921	7536	637
922	7543	629
923	7551	621
924	7559	612
925	7568	604
926	7576	596
927	7585	588
928	7594	580
929	7601	572
930	7610	564
931	7618	555
932	7626	547
933	7634	539
934	7643	531
935	7651	523
936	7659	515
937	7667	506
938	7676	498
939	7684	490
940	7693	482
941	7702	474
942	7711	466
943	7717	457
944	7726	449
945	7734	441
946	7743	433
947	7750	425
948	7759	416
949	7768	408
950	7775	400
951	7783	392
952	7792	384
953	7801	376
954	7810	368
955	7819	359
956	7829	351
957	7838	343
958	7846	335
959	7854	327
960	7864	319
961	7873	310
962	7882	302
963	7891	294
964	7900	286
965	7908	278
966	7918	270
967	7926	262
968	7934	253
969	7943	245
970	7952	237
971	7962	229
972	7971	221
973	7978	212
974	7987	204
975	7998	196
976	8006	188
977	8015	180
978	8024	172
979	8032	163
980	8039	155
981	8047	147
982	8056	139
983	8064	131
984	8073	122
985	8080	114
986	8088	106
987	8094	98
988	8101	90
989	8109	81
990	8118	73
991	8125	65
992	8134	57
993	8142	49
994	8150	40
995	8157	32
996	8164	24
997	8172	16
998	8180	8
999	8188	0
