iter	Logloss
252	0.4203549762
253	0.4202488328
254	0.4201882689
255	0.4200621743
256	0.4200247437
257	0.4198535546
258	0.4198157003
259	0.419752792
260	0.4195707219
261	0.4192987502
262	0.4192913319
263	0.4191967142
264	0.4190378229
265	0.4189805983
266	0.4189617028
267	0.4188975112
268	0.418682991
269	0.4184484534
270	0.4183858746
271	0.418274389
272	0.4179424025
273	0.4177746212
274	0.4175654335
275	0.4175622199
276	0.41754312
277	0.4173853828
278	0.417142806
279	0.4170206777
280	0.4169776621
281	0.4166815256
282	0.4166218567
283	0.4166159942
284	0.4164148263
285	0.4163698229
286	0.4160881262
287	0.4159657459
288	0.4156833069
289	0.4156450659
290	0.4155698686
291	0.4154416128
292	0.41527811
293	0.4151693039
294	0.4150351899
295	0.4146210304
296	0.414502955
297	0.4142328382
298	0.414171941
299	0.4141641882
300	0.4141156647
301	0.4139082538
302	0.4138359143
303	0.4137459494
304	0.4135585478
305	0.4132045089
306	0.4131933347
307	0.4128789331
308	0.4128234684
309	0.4126359811
310	0.4124825445
311	0.4123480404
312	0.4123393733
313	0.4122896242
314	0.4122307187
315	0.4122162917
316	0.4120219222
317	0.4119685396
318	0.4119399291
319	0.4117730197
320	0.41151243
321	0.4114555786
322	0.4112957157
323	0.4111885543
324	0.410826411
325	0.4106412289
326	0.4105820694
327	0.4104948714
328	0.4100680681
329	0.4099620274
330	0.409873007
331	0.4095852694
332	0.4094940386
333	0.409261972
334	0.4090031856
335	0.4089133626
336	0.4087923681
337	0.4086739996
338	0.4086277382
339	0.4084125225
340	0.4083028769
341	0.4082181193
342	0.407946793
343	0.4078371786
344	0.4078338401
345	0.4077332673
346	0.4076154725
347	0.407507621
348	0.4073933695
349	0.4072299506
350	0.4071818965
351	0.4069489621
352	0.406859256
353	0.4065890504
354	0.4063192597
355	0.4059488764
356	0.4059416627
357	0.4059354104
358	0.405759269
359	0.4056959465
360	0.4056329813
361	0.4052893422
362	0.4051950531
363	0.4047960886
364	0.4047525325
365	0.4046842553
366	0.4044584261
367	0.404206866
368	0.4041103546
369	0.4040337536
370	0.4038232151
371	0.4035257187
372	0.4033977801
373	0.4032857903
374	0.4031340075
375	0.4031124172
376	0.4030084554
377	0.4028547217
378	0.4028165586
379	0.4025974935
380	0.4023436266
381	0.401965386
382	0.401793688
383	0.4015002286
384	0.4014515056
385	0.4014467802
386	0.4012079114
387	0.4012059218
388	0.4011795385
389	0.4009161407
390	0.4008566113
391	0.4007560635
392	0.4006271555
393	0.4004210597
394	0.4003558203
395	0.4003324431
396	0.4000769497
397	0.3999634814
398	0.3997283202
399	0.3996822425
400	0.3993918075
401	0.3993227212
402	0.3992997465
403	0.3992475837
404	0.3989453596
405	0.3988014489
406	0.3987560389
407	0.3986845279
408	0.3985000158
409	0.3982111854
410	0.3979976849
411	0.3977824657
412	0.3977481425
413	0.3976910442
414	0.3976549503
415	0.3976248837
416	0.3975444189
417	0.3973973712
418	0.3973763749
419	0.3973727771
420	0.3973265062
421	0.3971841647
422	0.3971018617
423	0.3969568103
424	0.3969339123
425	0.3968806656
426	0.3967054774
427	0.3966258285
428	0.3965288741
429	0.3963629474
430	0.3962873899
431	0.3962224286
432	0.396218461
433	0.3961577751
434	0.3960892166
435	0.3960803093
436	0.3960362759
437	0.3958359867
438	0.3957944336
439	0.3955325698
440	0.395463601
441	0.3953367011
442	0.3951698819
443	0.395150249
444	0.3951430416
445	0.3949459368
446	0.3947823462
447	0.3945884783
448	0.3944673554
449	0.3943168456
450	0.3942961355
451	0.3941408992
452	0.3941130267
453	0.3941028735
454	0.3939637187
455	0.3937852019
456	0.3937140667
457	0.3935463114
458	0.3934563568
459	0.3932522504
460	0.3930877452
461	0.3928865231
462	0.3927342813
463	0.3923780451
464	0.392349945
465	0.3922874205
466	0.3922151273
467	0.3920397065
468	0.3920011083
469	0.3918114592
470	0.3918066934
471	0.3918032678
472	0.3916706097
473	0.3916124864
474	0.391236582
475	0.3911847185
476	0.3911217407
477	0.3909598551
478	0.3907725334
479	0.3907380663
480	0.3906178746
481	0.3905109864
482	0.3904461833
483	0.3903400275
484	0.3901788553
485	0.390111613
486	0.3899980252
487	0.3899155198
488	0.3896349401
489	0.3895447569
490	0.3894767649
491	0.3892290993
492	0.3890817911
493	0.3889462117
494	0.3889157796
495	0.3889009355
496	0.3887741545
497	0.3884377716
498	0.3883626773
499	0.3883097621
500	0.3881619798
501	0.3880579452
502	0.3878519789
503	0.3877397656
504	0.3875712163
505	0.3875648759
506	0.3874067078
507	0.3873984268
508	0.3873281855
509	0.387175534
510	0.3870736038
511	0.3868683297
512	0.3868255364
513	0.3865616799
514	0.386517412
515	0.3863769838
516	0.3862833362
517	0.3862265164
518	0.3860397346
519	0.3859133756
520	0.3858160406
521	0.3855882572
522	0.3854143514
523	0.3853960099
524	0.3853796929
525	0.3853523391
526	0.385310032
527	0.3850780921
528	0.3848540262
529	0.384802348
530	0.3847630368
531	0.3846311466
532	0.3845654358
533	0.3843310894
534	0.3841667419
535	0.3840100221
536	0.3840099933
537	0.383679549
538	0.3835660783
539	0.3834136143
540	0.3832918668
541	0.383154145
542	0.3830826988
543	0.3830354354
544	0.3826618817
545	0.3826461825
546	0.3825214559
547	0.382473359
548	0.3823757994
549	0.3823535018
550	0.3821749353
551	0.3820778988
552	0.3818184596
553	0.3816655924
554	0.381459187
555	0.3814097348
556	0.3813012639
557	0.381170274
558	0.381063938
559	0.3810176321
560	0.3809889389
561	0.3808795244
562	0.380865644
563	0.3807924807
564	0.3804934985
565	0.3803374767
566	0.3801814253
567	0.380109227
568	0.3800763617
569	0.3799131366
570	0.3797720045
571	0.3797682112
572	0.3797042331
573	0.3795034874
574	0.3793383551
575	0.3791997561
576	0.3790872188
577	0.3788396867
578	0.3787656342
579	0.3787655907
580	0.3787265908
581	0.3786574776
582	0.3784659779
583	0.3784100435
584	0.378383451
585	0.378146977
586	0.3780659222
587	0.3779918829
588	0.3779630771
589	0.3778927494
590	0.3778525581
591	0.3777440624
592	0.3775960887
593	0.3775217979
594	0.377341587
595	0.3771722664
596	0.3770352831
597	0.3767539918
598	0.3765991005
599	0.3765133577
600	0.376425931
601	0.3764029638
602	0.3763115107
603	0.3762486256
604	0.3759518138
605	0.3758499398
606	0.3758019171
607	0.3755976512
608	0.3753320814
609	0.3752270042
610	0.3751426127
611	0.3751063014
612	0.3749797673
613	0.3748029158
614	0.3747264355
615	0.3744624493
616	0.3744484
617	0.3742757431
618	0.3742712097
619	0.3740274362
620	0.3739516651
621	0.3737407709
622	0.3735088806
623	0.3734438658
624	0.373402745
625	0.373292257
626	0.3731216505
627	0.3729955555
628	0.3729032011
629	0.372700784
630	0.3724913365
631	0.372333179
632	0.3723142484
633	0.3721770094
634	0.3720115572
635	0.3717977512
636	0.3717580648
637	0.3715828605
638	0.3714262628
639	0.3713019208
640	0.3712270694
641	0.3712258982
642	0.3711853287
643	0.3710675069
644	0.3708971438
645	0.3708790336
646	0.3707158742
647	0.3706042066
648	0.3705897753
649	0.3705622098
650	0.3704710085
651	0.3704668556
652	0.3704514709
653	0.3704015282
654	0.3703958601
655	0.3701822861
656	0.3700231015
657	0.3699492833
658	0.3698057358
659	0.369610803
660	0.3694721676
661	0.369360261
662	0.3692361858
663	0.3690122945
664	0.3689447985
665	0.3688889574
666	0.3687924954
667	0.3686279073
668	0.3683670378
669	0.3682298085
670	0.3682076524
671	0.3681679721
672	0.3681388436
673	0.367990678
674	0.3679739408
675	0.3678743788
676	0.3677189496
677	0.3675632001
678	0.36734438
679	0.3673115461
680	0.3671038206
681	0.367018656
682	0.3669680342
683	0.3667906265
684	0.3667404292
685	0.3666818152
686	0.3665723602
687	0.3665500043
688	0.3664894617
689	0.3663543901
690	0.3662125448
691	0.3660469178
692	0.3657225734
693	0.3656459152
694	0.3655725798
695	0.3654836538
696	0.3653934997
697	0.3651942946
698	0.365139269
699	0.3649694014
700	0.3648705136
701	0.3646730256
702	0.3646409006
703	0.3646194626
704	0.3645562665
705	0.3644955306
706	0.3642064316
707	0.364030339
708	0.3638665262
709	0.3633621184
710	0.3632468611
711	0.3632060535
712	0.3630398649
713	0.3628846897
714	0.3628034784
715	0.362705071
716	0.362655219
717	0.3623302293
718	0.3621865308
719	0.3621012938
720	0.3619405838
721	0.361586793
722	0.3614824823
723	0.3614420948
724	0.3614017562
725	0.3611455557
726	0.3609743021
727	0.360938135
728	0.3608886633
729	0.3606798072
730	0.3606015671
731	0.360504492
732	0.3603799481
733	0.3602356131
734	0.3602331617
735	0.3601320641
736	0.3599050992
737	0.3596882415
738	0.359590126
739	0.3593560119
740	0.3593422735
741	0.3593373001
742	0.3593004738
743	0.3592829408
744	0.3592734114
745	0.3592287205
746	0.3591607328
747	0.3590078744
748	0.358966768
749	0.3587576164
750	0.3586369048
751	0.3585375781
752	0.3585039245
753	0.3584705397
754	0.3582961762
755	0.3582059396
756	0.3580693624
757	0.3580302357
758	0.3579960902
759	0.3579720947
760	0.3576964368
761	0.3576608691
762	0.357562147
763	0.3575252084
764	0.3575107953
765	0.3573672578
766	0.3573600911
767	0.3571156058
768	0.3570376014
769	0.3569001034
770	0.3568359215
771	0.3567352602
772	0.3565375529
773	0.356460973
774	0.3564358063
775	0.3563348211
776	0.3563268452
777	0.3561829806
778	0.355824703
779	0.3556390229
780	0.3554561664
781	0.3553736863
782	0.3552862181
783	0.3551235885
784	0.3550124955
785	0.3548880214
786	0.3548785752
787	0.3548304147
788	0.3547778226
789	0.3546690434
790	0.3546420239
791	0.3544942141
792	0.354430225
793	0.3543030264
794	0.3542365037
795	0.3541476656
796	0.3540779567
797	0.3540300664
798	0.353847074
799	0.3537967656
800	0.3537698056
801	0.3537603836
802	0.3536528742
803	0.3535753749
804	0.3534757133
805	0.3534738727
806	0.3533623401
807	0.3532425525
808	0.3531959048
809	0.3531368732
810	0.3529967795
811	0.352884813
812	0.3528130008
813	0.3526822958
814	0.352573906
815	0.3524165
816	0.352415076
817	0.3522882894
818	0.3522462441
819	0.3521320943
820	0.3520543438
821	0.3519564585
822	0.3519092353
823	0.3517656717
824	0.3517025266
825	0.351672115
826	0.3516699299
827	0.3516121897
828	0.3514821673
829	0.3514449248
830	0.3513779472
831	0.3513763341
832	0.3512395176
833	0.3512105173
834	0.3509830759
835	0.3508505437
836	0.3507519219
837	0.3506384134
838	0.350438692
839	0.3502460803
840	0.3501140473
841	0.3500826038
842	0.3499680856
843	0.3498401331
844	0.3496034116
845	0.3493922758
846	0.3493306044
847	0.3492426099
848	0.349139239
849	0.3489904252
850	0.3487203679
851	0.3486892507
852	0.3485323553
853	0.3484770071
854	0.3482866782
855	0.3481665623
856	0.3481635535
857	0.3481540272
858	0.3479971817
859	0.3479052965
860	0.3478859335
861	0.3477729568
862	0.3475102791
863	0.3473304663
864	0.3472445514
865	0.3471675932
866	0.3470519554
867	0.347008799
868	0.3469807219
869	0.3469684358
870	0.3468250616
871	0.3466367189
872	0.3465308881
873	0.3464899793
874	0.3463327625
875	0.3463090673
876	0.3462181171
877	0.3461658792
878	0.3461299162
879	0.3460800736
880	0.3460411753
881	0.3459183021
882	0.3457042447
883	0.3456246582
884	0.3455009055
885	0.3453165751
886	0.3452660233
887	0.345229978
888	0.3452288968
889	0.3452034399
890	0.3449579228
891	0.3448155205
892	0.3447036464
893	0.3446048973
894	0.3445734662
895	0.3445648446
896	0.3445243869
897	0.3444539204
898	0.344422409
899	0.3443593013
900	0.3442993668
901	0.3442054163
902	0.3441637513
903	0.3440295846
904	0.3439856803
905	0.3439480319
906	0.3439026108
907	0.3438811335
908	0.3438241011
909	0.3437603533
910	0.3437592894
911	0.3436855244
912	0.3436263275
913	0.3435254934
914	0.3435213509
915	0.3434592705
916	0.3434112323
917	0.3433118404
918	0.3432789958
919	0.3432214967
920	0.3431964797
921	0.3431233985
922	0.3430458595
923	0.3429322564
924	0.3428779484
925	0.3428302956
926	0.3426980753
927	0.3426041642
928	0.3425650225
929	0.34246976
930	0.342305202
931	0.3422792246
932	0.342147708
933	0.3420456241
934	0.3419524759
935	0.3418088063
936	0.3417249043
937	0.3416979983
938	0.3415887293
939	0.3415412455
940	0.3415043339
941	0.3414813448
942	0.341479828
943	0.3413661892
944	0.341202182
945	0.3411648598
946	0.3411098401
947	0.3411073443
948	0.3410788502
949	0.3410280371
950	0.3408681844
951	0.3407676342
952	0.3406474188
953	0.3406473773
954	0.3405837294
955	0.3405401491
956	0.340471131
957	0.3401520055
958	0.3400776917
959	0.3400152653
960	0.3400032283
961	0.339889538
962	0.3398367557
963	0.3397292106
964	0.3395663652
965	0.3395602811
966	0.3393532592
967	0.3393173254
968	0.3392520347
969	0.3392187124
970	0.3391380166
971	0.3390503715
972	0.339037641
973	0.3389659613
974	0.3388413708
975	0.3387776385
976	0.3387752695
977	0.3387619496
978	0.3386912768
979	0.3386008657
980	0.3384605402
981	0.3384594767
982	0.3383744349
983	0.3382681984
984	0.3381547689
985	0.3378844168
986	0.3377368571
987	0.3376674411
988	0.3375802696
989	0.3375504617
990	0.3374500015
991	0.3374469143
992	0.3374366717
993	0.3373022318
994	0.3373017042
995	0.3371543038
996	0.3370806751
997	0.3369866978
998	0.3369225436
999	0.3367548914
